Recipe ID,Calories,Fat,Trans Fat,Saturated Fat,Mono Unsaturated Fat,Poly Unsaturated Fat,Protein,Cholesterol,Carbohydrates,Net Carbohydrates,Alcohol,Fiber,Sugar,Sodium,Caffein,Manganese,Potassium,Magnesium,Calcium,Copper,Zinc,Phosphorus,Fluoride,Choline,Iron,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Folate,Folic Acid,Iodine,Selenium
167,365.4,3.36,NULL,0.67,NULL,NULL,23.01,47.61,73.22,57.03,0.0,16.19,31.78,1437536.75,NULL,5.71,3289.22,244.67,1700.49,1.75,6.92,400.77,NULL,NULL,17.53,3370.57,0.45,0.6,5.65,1.28,2.45,0.14,281.48,NULL,1.42,471.48,793.79,NULL,NULL,13.91
168,200.26,11.91,NULL,1.68,NULL,NULL,5.17,0.0,23.76,15.8,0.0,7.97,14.42,662.25,NULL,1.01,878.51,76.55,134.13,0.28,1.38,120.26,NULL,NULL,3.38,12314.05,0.2,0.31,3.54,1.12,1.01,NULL,406.39,NULL,6.7,302.05,191.87,NULL,NULL,1.36
169,453.0,37.65,NULL,5.42,NULL,NULL,10.25,0.0,26.18,16.45,0.0,9.73,6.37,354.54,NULL,0.84,1150.08,77.2,177.7,0.2,1.55,240.56,NULL,NULL,3.15,2714.6,0.26,0.42,2.46,2.02,0.7,NULL,310.68,NULL,8.63,370.88,218.1,NULL,NULL,10.07
170,139.27,8.96,NULL,3.34,NULL,NULL,6.35,0.0,12.38,7.97,0.0,4.41,5.11,171.24,NULL,0.72,742.0,76.25,280.15,0.18,0.88,151.83,NULL,NULL,2.55,10149.72,0.13,0.28,1.57,0.34,0.58,NULL,104.99,NULL,2.8,103.6,162.7,NULL,NULL,2.28
171,455.56,30.28,NULL,4.81,NULL,NULL,14.62,0.0,42.03,26.63,0.0,15.4,14.99,811.75,NULL,1.32,2281.06,129.53,217.98,0.36,2.21,332.35,NULL,NULL,5.81,3269.01,0.39,0.45,4.02,4.72,1.38,NULL,373.19,NULL,5.21,635.23,461.9,NULL,NULL,4.56
172,231.65,4.8,NULL,0.75,NULL,NULL,7.21,0.0,47.56,35.97,0.0,11.59,15.61,627.14,NULL,1.15,1619.86,120.35,230.43,0.59,1.33,214.07,NULL,NULL,4.18,22147.47,0.38,0.39,6.19,2.19,0.65,NULL,81.47,NULL,5.72,119.19,131.02,NULL,NULL,7.76
173,165.6,15.19,NULL,2.1,NULL,NULL,2.34,0.0,6.02,2.96,0.0,3.07,0.84,227.12,NULL,0.51,289.55,25.0,147.39,0.06,0.37,50.93,NULL,NULL,1.35,6326.7,0.08,0.21,0.85,NULL,0.18,NULL,52.93,NULL,3.0,224.55,37.63,NULL,NULL,1.42
174,111.19,1.51,NULL,0.49,NULL,NULL,7.6,0.0,22.46,14.0,0.0,8.46,8.33,288.86,NULL,0.68,1120.4,62.5,97.31,0.25,1.21,179.19,NULL,NULL,3.02,861.62,0.2,0.3,2.64,2.4,0.71,NULL,150.46,NULL,1.23,114.16,188.41,NULL,NULL,4.87
175,1029.13,69.63,NULL,21.61,NULL,NULL,32.3,100.92,82.22,54.46,0.0,27.76,44.38,1363.75,NULL,2.92,3509.61,231.28,788.06,1.09,6.43,813.74,NULL,NULL,6.01,5779.15,0.85,1.62,9.2,3.85,2.55,1.92,324.24,0.45,10.99,154.11,322.48,NULL,NULL,21.75
176,432.89,17.17,NULL,2.52,NULL,NULL,15.19,0.0,65.57,44.96,0.0,20.6,13.03,643.75,NULL,0.99,1684.29,130.99,148.08,0.68,2.46,325.57,NULL,NULL,5.69,1959.16,0.47,0.49,6.42,2.9,1.01,NULL,160.19,NULL,4.25,49.96,218.8,NULL,NULL,3.57
177,631.37,31.4,NULL,13.13,NULL,NULL,27.5,56.5,80.62,55.78,0.0,24.84,17.79,701.26,NULL,2.31,1913.2,182.77,530.48,0.42,4.93,611.55,NULL,NULL,6.75,30451.38,0.48,1.02,8.76,1.53,2.21,0.6,262.67,0.34,20.72,57.31,192.04,NULL,NULL,22.11
178,303.72,1.11,NULL,0.18,NULL,NULL,19.52,0.0,55.61,31.71,0.0,23.9,6.59,119.79,NULL,1.59,1268.24,142.48,131.57,0.51,3.67,360.87,NULL,NULL,6.93,20159.7,0.68,0.3,2.88,1.89,0.65,NULL,24.58,NULL,1.98,285.33,435.4,NULL,NULL,6.36
179,1157.19,87.72,NULL,12.13,NULL,NULL,26.55,0.0,69.83,39.23,0.0,30.6,3.63,215.82,NULL,1.68,1097.89,138.59,94.32,0.57,4.92,469.62,NULL,NULL,8.45,1447.36,0.88,0.25,2.79,2.23,0.68,NULL,18.35,NULL,13.26,129.88,498.03,NULL,NULL,10.75
180,852.61,65.0,NULL,21.02,NULL,NULL,28.93,75.75,68.55,43.7,0.45,24.85,30.89,91.88,98.9,3.29,1404.28,423.95,417.7,2.39,5.74,811.03,NULL,NULL,8.78,892.07,0.23,1.22,3.68,0.93,0.2,0.3,1.54,0.84,18.91,3.15,52.27,NULL,NULL,17.24
181,1131.83,61.13,NULL,14.74,NULL,NULL,72.45,195.24,84.45,60.84,0.0,23.61,30.47,1844.16,NULL,1.96,3343.24,228.84,440.13,0.72,6.77,935.28,NULL,NULL,8.94,24810.23,0.84,1.29,25.25,6.49,2.59,0.79,607.22,0.51,9.08,651.83,474.14,NULL,NULL,57.7
182,569.34,26.05,NULL,9.87,NULL,NULL,22.01,33.75,71.02,40.51,0.0,30.51,36.87,830.74,NULL,3.89,2973.97,148.48,732.25,0.93,8.35,431.61,NULL,NULL,8.2,19846.35,0.74,0.86,4.23,8.94,0.27,0.55,58.56,0.22,4.71,2082.38,1294.2,NULL,NULL,8.51
183,947.75,71.55,NULL,23.71,NULL,NULL,33.85,100.16,47.79,27.37,0.0,20.42,22.57,1424.29,NULL,1.62,2761.57,164.66,520.86,0.55,4.52,599.48,NULL,NULL,10.31,82087.72,1.02,0.86,7.89,2.6,1.1,0.98,40.52,0.62,3.82,972.04,1296.81,NULL,NULL,31.65
184,223.31,6.94,NULL,1.23,NULL,NULL,8.79,0.0,45.08,24.8,0.0,20.28,19.16,23899.01,NULL,1.16,1241.24,101.79,245.21,0.54,2.43,186.89,NULL,NULL,9.26,14182.87,0.21,0.51,6.05,0.78,1.23,NULL,53.27,NULL,18.27,157.46,80.16,NULL,NULL,11.32
185,468.45,30.7,NULL,6.82,NULL,NULL,11.93,14.16,46.89,24.07,0.0,22.82,19.57,458.78,NULL,0.97,2281.45,126.88,198.1,0.82,0.45,322.72,NULL,NULL,2.94,1206.43,0.35,0.19,2.59,1.22,1.03,0.06,394.18,NULL,5.51,75.26,120.2,NULL,NULL,5.82
186,566.77,22.85,NULL,3.31,NULL,NULL,23.08,0.0,74.04,46.04,0.0,28.01,5.6,1428.02,NULL,1.03,1557.24,151.58,133.79,0.79,2.57,438.43,NULL,NULL,6.96,1045.52,0.57,0.51,4.29,1.85,0.47,NULL,31.06,NULL,3.55,36.63,264.85,NULL,NULL,4.61
187,548.25,33.65,NULL,10.96,NULL,NULL,26.76,81.65,47.52,20.04,0.0,27.48,3.0,1204.98,NULL,3.32,1200.77,201.67,1048.64,0.51,4.33,319.64,NULL,NULL,24.95,1416.32,0.96,0.65,8.7,1.44,1.16,0.85,4.53,NULL,12.31,421.52,164.31,NULL,NULL,31.81
188,346.52,15.92,NULL,2.37,NULL,NULL,9.25,0.0,50.48,30.41,0.0,20.07,30.73,113207.64,NULL,1.98,1995.57,127.6,176.43,0.63,2.14,247.24,NULL,NULL,3.56,4225.43,0.38,0.48,5.15,2.2,1.18,NULL,205.62,NULL,5.53,39.16,223.44,NULL,NULL,2.73
189,890.42,47.93,NULL,6.24,NULL,NULL,32.03,2.5,100.97,79.97,0.0,21.0,18.05,55.65,NULL,0.65,1233.38,140.41,299.26,1.54,4.7,962.69,NULL,NULL,10.4,1830.18,1.19,0.34,5.04,0.82,0.44,0.35,56.18,NULL,1.69,252.85,194.78,NULL,NULL,31.01
190,500.32,13.85,NULL,1.89,NULL,NULL,23.8,0.0,73.13,45.69,0.0,27.45,8.77,1189.75,NULL,1.28,1114.88,119.77,98.84,0.55,3.79,374.06,NULL,NULL,8.21,1197.94,0.69,0.23,2.92,1.8,0.49,NULL,27.41,NULL,2.3,105.16,363.46,NULL,NULL,7.24
191,513.55,16.56,NULL,12.11,NULL,NULL,23.73,0.0,74.69,54.69,0.0,20.0,28.69,289.75,NULL,1.85,1985.67,164.46,127.94,0.72,2.84,384.17,NULL,NULL,5.47,NULL,0.45,0.31,3.27,3.15,1.05,NULL,202.85,NULL,0.94,70.25,440.36,NULL,NULL,13.81
192,405.14,4.07,NULL,0.4,NULL,NULL,25.32,0.0,69.79,41.74,0.0,28.06,12.39,1332.28,NULL,1.56,1100.82,123.5,92.66,0.89,3.14,385.45,NULL,NULL,4.94,338.37,0.74,0.23,60.44,1.84,0.3,NULL,110.35,NULL,0.61,16.7,870.41,NULL,NULL,2.08
193,724.17,43.7,NULL,6.85,NULL,NULL,13.73,23.52,78.67,55.36,0.0,23.31,46.74,1822.27,NULL,2.07,2126.53,142.55,424.61,0.23,2.19,304.4,NULL,NULL,6.45,17252.47,0.62,0.54,3.65,1.89,1.56,0.07,410.91,NULL,3.55,616.66,290.98,NULL,NULL,7.35
194,607.6,19.3,NULL,2.96,NULL,NULL,21.35,0.0,91.24,64.64,0.0,26.59,22.44,1058.18,NULL,2.1,1595.44,172.47,158.0,0.57,4.03,421.19,NULL,NULL,7.6,1182.59,0.96,0.54,3.82,2.48,0.76,NULL,34.51,NULL,1.95,103.61,390.44,NULL,NULL,7.27
195,424.07,17.59,NULL,13.87,NULL,NULL,18.36,9.6,51.94,30.0,0.0,21.95,8.18,79.45,NULL,1.43,1041.32,114.03,85.52,0.49,3.35,357.31,NULL,NULL,6.88,16076.86,0.58,0.19,2.88,1.6,0.5,NULL,11.02,NULL,1.14,16.9,303.16,NULL,NULL,5.09
196,564.3,30.23,NULL,5.09,NULL,NULL,11.34,0.0,91.36,59.17,0.0,32.19,0.59,28.14,NULL,10.18,701.74,165.77,1003.29,0.73,4.85,186.92,NULL,NULL,51.4,7319.58,0.06,0.52,2.55,NULL,2.15,NULL,55.63,NULL,1.66,6.93,228.13,NULL,NULL,4.17
197,834.27,54.09,NULL,20.09,NULL,NULL,11.15,67.28,87.6,64.48,0.0,23.13,58.24,842.56,NULL,1.73,2290.62,148.22,217.55,0.84,2.43,314.53,NULL,NULL,5.96,25841.61,0.33,0.62,5.32,2.61,0.98,0.09,205.98,NULL,5.43,88.69,502.09,NULL,NULL,9.42
198,368.09,3.75,NULL,0.55,NULL,NULL,22.71,0.0,64.17,36.17,0.0,28.0,11.12,1018.77,NULL,1.48,1355.07,138.05,147.65,0.77,4.27,414.27,NULL,NULL,8.44,9834.25,0.81,0.28,4.24,2.2,0.74,NULL,25.76,NULL,2.87,30.7,398.26,NULL,NULL,7.48
199,562.73,15.36,NULL,2.26,NULL,NULL,20.96,0.0,86.37,65.71,0.0,20.66,5.73,1023.65,NULL,1.45,1039.04,119.07,133.45,0.68,2.8,385.3,NULL,NULL,5.87,957.92,0.57,0.42,4.03,1.07,0.42,NULL,47.36,NULL,2.45,58.67,204.08,NULL,NULL,11.92
200,547.9,22.44,NULL,2.16,NULL,NULL,25.3,0.0,63.14,33.14,0.0,30.0,7.2,237.04,NULL,1.57,1266.72,140.14,96.17,0.62,4.84,464.33,NULL,NULL,7.71,2620.45,0.87,0.33,3.55,2.34,0.87,NULL,117.57,NULL,1.96,21.42,483.86,NULL,NULL,8.44
201,1011.48,56.75,NULL,9.3,NULL,NULL,76.36,162.5,63.42,36.58,0.0,26.83,12.84,500.92,NULL,0.91,3081.78,232.28,133.01,0.94,4.06,855.01,NULL,NULL,5.26,6899.9,0.52,0.81,20.43,6.87,2.03,5.14,293.1,10.07,12.01,92.1,428.15,NULL,NULL,139.41
202,873.86,49.29,NULL,19.74,NULL,NULL,30.47,80.51,86.63,65.78,0.0,20.85,24.46,544.22,NULL,1.39,2735.12,174.21,185.33,1.18,7.17,473.78,NULL,NULL,8.64,39245.01,0.45,0.66,11.29,4.84,1.68,2.43,83.76,NULL,7.72,51.65,164.78,NULL,NULL,21.41
203,387.67,10.3,NULL,1.77,NULL,NULL,13.89,2.64,70.97,44.59,0.0,26.38,38.19,181.15,NULL,3.37,2583.42,148.21,444.35,1.01,6.11,308.91,NULL,NULL,7.21,14697.03,0.73,0.58,3.38,6.4,0.56,NULL,47.94,NULL,3.48,1565.21,970.37,NULL,NULL,4.83
204,108.88,8.1,NULL,1.08,NULL,NULL,2.53,0.03,8.47,5.92,0.0,2.55,4.29,36.66,NULL,0.7,314.51,48.32,53.18,0.21,0.52,55.44,NULL,NULL,1.54,3555.9,0.06,0.09,0.48,0.11,0.13,NULL,22.74,NULL,1.3,190.62,87.72,NULL,NULL,0.91
205,389.02,15.75,NULL,6.11,NULL,NULL,49.07,135.43,10.42,8.84,0.0,1.58,5.24,345.13,NULL,0.15,764.43,59.77,43.42,0.26,13.68,451.99,NULL,NULL,5.45,3415.48,0.17,0.39,9.92,1.37,1.22,5.52,2.94,0.17,0.55,10.3,23.27,NULL,NULL,55.2
206,137.61,3.02,NULL,0.87,NULL,NULL,18.03,48.26,10.26,7.91,0.0,2.35,6.0,339.15,NULL,0.26,617.13,46.24,43.12,0.24,0.81,202.63,NULL,NULL,1.97,401.78,0.13,0.14,9.16,1.37,0.79,0.16,28.15,NULL,1.44,7.01,19.79,NULL,NULL,24.97
207,284.77,21.92,NULL,7.14,NULL,NULL,7.91,0.5,16.95,13.34,0.0,3.6,9.09,129.08,13.33,0.82,288.36,87.15,29.85,0.41,1.3,148.51,NULL,NULL,2.51,NULL,0.05,0.11,3.99,0.37,0.13,NULL,NULL,NULL,2.71,1.3,24.65,NULL,NULL,2.31
208,526.57,33.18,NULL,18.52,NULL,NULL,11.49,278.61,48.58,43.5,0.69,5.08,38.95,265.61,35.04,0.78,522.32,109.49,225.27,0.73,2.37,350.24,NULL,NULL,4.75,952.45,0.13,0.38,0.58,1.3,0.18,1.2,NULL,2.97,1.06,3.67,33.94,NULL,NULL,17.96
209,221.61,16.55,NULL,7.28,NULL,NULL,4.1,0.85,15.02,10.81,0.0,4.21,7.23,155.98,22.68,0.76,271.49,88.84,45.25,0.59,1.22,130.57,NULL,NULL,3.73,NULL,0.03,0.12,0.63,0.16,0.02,0.08,NULL,NULL,2.46,2.08,NULL,NULL,NULL,2.3
210,655.71,39.06,NULL,22.75,NULL,NULL,10.33,276.6,71.13,68.35,0.34,2.79,66.03,76.13,21.72,0.4,410.09,69.67,228.22,0.38,1.76,296.19,NULL,NULL,2.54,1336.48,0.12,0.43,0.42,1.21,0.17,1.14,NULL,3.27,1.17,3.98,29.8,NULL,NULL,15.89
211,595.52,41.97,NULL,24.78,NULL,NULL,6.9,142.54,53.81,49.15,0.14,4.65,45.1,44.11,42.86,0.67,349.44,101.76,70.49,0.67,1.72,196.4,NULL,NULL,4.36,832.86,0.04,0.27,0.54,0.56,0.08,0.34,NULL,1.22,0.91,5.59,14.38,NULL,NULL,10.3
212,119.84,7.98,NULL,2.1,NULL,NULL,3.25,6.93,10.15,8.75,0.06,1.39,7.6,98.49,NULL,0.27,103.84,33.58,13.52,0.13,0.49,62.55,NULL,NULL,0.76,NULL,0.05,0.04,1.52,0.17,0.06,NULL,NULL,NULL,1.03,NULL,11.63,NULL,NULL,1.73
213,110.14,3.58,NULL,1.53,NULL,NULL,1.68,0.03,20.67,17.98,0.09,2.7,16.8,8.65,4.1,0.26,237.37,28.02,21.68,0.22,0.37,50.8,NULL,NULL,0.74,50.78,0.05,0.03,0.47,0.23,0.14,NULL,NULL,NULL,NULL,NULL,6.15,NULL,NULL,1.06
214,89.28,4.98,NULL,1.1,NULL,NULL,1.98,0.0,11.14,9.03,0.0,2.1,8.33,0.39,NULL,0.24,145.46,30.59,33.33,0.14,0.34,52.09,NULL,NULL,0.49,NULL,0.03,0.09,0.54,0.13,0.04,NULL,NULL,NULL,1.93,NULL,5.57,NULL,NULL,0.78
215,397.95,25.42,NULL,14.82,NULL,NULL,4.26,160.49,37.92,36.11,0.83,1.82,33.44,126.64,13.33,0.33,151.15,40.44,33.02,0.32,0.9,108.41,NULL,NULL,2.43,644.52,0.02,0.12,NULL,0.49,0.05,0.33,NULL,0.9,0.85,2.63,16.22,NULL,NULL,9.37
216,86.3,4.57,NULL,2.36,NULL,NULL,1.17,0.28,10.94,9.08,0.0,1.87,6.12,2.1,7.56,0.24,148.1,28.35,13.89,0.21,0.39,40.82,NULL,NULL,1.25,81.8,NULL,0.04,0.32,NULL,0.03,NULL,NULL,NULL,0.35,6.64,NULL,NULL,NULL,0.71
217,85.02,4.25,NULL,2.61,NULL,NULL,2.13,27.38,11.18,9.17,0.0,2.01,5.94,53.0,5.54,0.3,144.07,24.88,35.66,0.15,0.43,61.88,NULL,NULL,0.97,NULL,0.03,0.06,0.26,0.22,0.07,0.07,1.55,NULL,0.15,NULL,8.32,NULL,NULL,3.94
218,72.41,5.51,NULL,2.65,NULL,NULL,1.52,2.61,5.71,3.64,0.13,2.07,2.21,3.07,12.77,0.37,113.87,34.86,13.87,0.27,0.5,51.94,NULL,NULL,1.39,NULL,0.02,0.02,NULL,NULL,NULL,NULL,NULL,NULL,0.35,NULL,NULL,NULL,NULL,1.05
219,205.91,10.18,NULL,4.56,NULL,NULL,2.7,10.39,27.55,25.54,0.06,2.01,18.77,34.88,5.83,0.7,113.2,49.88,21.87,0.23,0.7,82.67,NULL,NULL,1.48,141.08,0.07,0.04,0.37,0.13,0.04,0.08,NULL,NULL,0.37,1.29,8.54,NULL,NULL,4.38
220,774.66,42.85,NULL,26.9,NULL,NULL,13.02,0.01,90.32,73.59,0.0,16.73,8.44,342.92,NULL,1.3,288.55,58.57,242.51,0.31,0.75,168.11,NULL,NULL,6.19,NULL,0.04,NULL,0.88,0.3,0.05,NULL,4.77,NULL,0.22,7.27,22.55,NULL,NULL,NULL
221,577.09,32.9,NULL,17.95,NULL,NULL,21.17,79.23,51.08,47.96,0.24,3.12,41.02,154.17,15.12,0.5,454.8,76.37,374.46,0.5,2.7,378.12,NULL,NULL,3.22,759.56,0.14,0.38,0.53,0.59,0.27,0.76,NULL,0.74,0.53,3.09,22.59,NULL,NULL,23.95
222,187.2,16.05,NULL,12.96,NULL,NULL,2.68,0.28,10.04,5.94,0.0,4.1,4.89,18.77,7.56,0.7,179.01,39.01,12.7,0.32,0.69,68.37,NULL,NULL,1.75,NULL,NULL,0.05,0.22,0.2,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.29
223,384.29,26.27,NULL,13.37,NULL,NULL,5.26,2.6,32.11,25.93,0.0,6.17,20.33,334.41,47.76,0.94,368.16,115.99,338.83,0.87,1.71,163.23,NULL,NULL,5.22,NULL,0.02,0.04,0.54,0.21,0.02,0.13,NULL,NULL,0.34,4.17,NULL,NULL,NULL,4.41
224,362.09,14.64,NULL,7.33,NULL,NULL,9.68,167.05,49.13,46.21,0.09,2.92,32.58,77.11,18.0,0.58,288.16,63.24,72.91,0.46,1.58,196.62,NULL,NULL,4.28,282.83,0.16,0.34,1.22,0.94,0.11,0.58,NULL,1.13,0.62,1.89,48.76,NULL,NULL,20.8
225,446.69,31.87,NULL,14.65,NULL,NULL,7.49,115.71,35.25,32.42,0.0,2.83,23.43,169.43,8.16,0.87,218.6,57.15,64.61,0.49,1.26,160.1,NULL,NULL,2.84,516.33,0.15,0.2,0.89,0.56,0.14,0.27,NULL,0.44,1.23,2.47,44.59,NULL,NULL,11.92
226,564.18,42.87,NULL,22.85,NULL,NULL,8.79,117.41,35.49,31.14,0.0,4.36,11.41,557.97,59.4,0.84,341.08,90.37,76.31,0.66,1.57,174.47,NULL,NULL,5.48,745.63,0.18,0.22,1.85,0.54,0.05,0.29,NULL,0.36,1.52,6.98,45.58,NULL,NULL,14.93
227,256.8,12.33,NULL,6.62,NULL,NULL,5.69,62.12,30.66,27.21,0.0,3.45,12.47,187.47,19.84,0.6,227.64,62.91,42.25,0.48,1.15,129.68,NULL,NULL,4.01,115.62,0.14,0.18,1.23,0.44,0.05,0.22,5.14,0.33,0.34,1.91,37.89,NULL,NULL,12.12
228,245.14,11.72,NULL,6.93,NULL,NULL,4.41,53.71,30.89,29.71,0.12,1.18,13.56,307.14,4.31,0.26,107.47,20.93,97.26,0.14,0.53,98.64,NULL,NULL,1.89,311.39,0.18,0.18,1.31,0.31,0.03,0.15,NULL,0.19,0.37,1.2,43.49,NULL,NULL,10.59
229,169.77,12.37,NULL,5.81,NULL,NULL,3.35,30.97,12.46,10.38,0.06,2.07,6.25,57.35,5.83,0.48,125.83,40.5,27.32,0.21,0.62,79.31,NULL,NULL,1.35,203.13,0.04,0.12,0.55,0.17,0.04,0.07,NULL,NULL,1.81,1.14,7.09,NULL,NULL,5.71
230,526.99,29.48,NULL,15.88,NULL,NULL,4.39,75.12,66.48,62.96,0.08,3.52,52.36,172.89,25.25,0.49,207.92,56.59,68.32,0.42,0.93,122.21,NULL,NULL,2.64,724.81,0.1,0.16,0.89,0.28,0.03,0.13,NULL,0.68,1.39,5.59,24.82,NULL,NULL,7.67
231,52.16,3.38,NULL,1.55,NULL,NULL,1.04,7.31,4.85,4.43,0.01,0.42,2.34,40.16,NULL,0.13,NULL,8.86,NULL,0.04,0.15,20.81,NULL,NULL,0.29,55.43,0.02,0.02,0.47,NULL,NULL,NULL,NULL,NULL,0.28,NULL,5.17,NULL,NULL,1.81
232,365.69,24.28,NULL,9.62,NULL,NULL,5.54,15.89,33.67,29.48,0.0,4.19,22.28,103.16,17.01,0.75,284.84,96.86,77.81,0.52,1.38,162.47,NULL,NULL,3.41,185.72,0.03,0.19,1.02,0.15,0.03,0.07,NULL,NULL,4.07,2.05,12.12,NULL,NULL,1.98
233,80.2,6.08,NULL,2.43,NULL,NULL,1.07,0.25,5.94,3.74,0.13,2.2,2.54,82.8,7.71,0.2,148.8,26.21,NULL,0.2,0.41,37.75,NULL,NULL,1.15,NULL,NULL,0.03,0.39,0.27,0.05,NULL,1.67,NULL,0.4,4.14,13.72,NULL,NULL,NULL
234,89.46,1.43,NULL,0.88,NULL,NULL,4.37,6.53,14.12,13.32,0.75,NULL,6.98,51.94,NULL,0.03,217.52,17.63,164.46,0.03,0.6,136.66,NULL,NULL,NULL,287.04,0.07,0.17,NULL,0.45,0.07,0.72,NULL,1.39,NULL,NULL,NULL,NULL,NULL,2.79
235,138.71,11.99,NULL,3.91,NULL,NULL,2.16,6.32,7.1,5.44,0.0,1.66,3.09,2.48,6.01,0.49,110.54,33.34,16.41,0.3,0.56,59.33,NULL,NULL,1.23,75.76,0.04,0.02,0.22,NULL,0.06,NULL,NULL,NULL,0.21,1.12,9.85,NULL,NULL,1.04
236,678.91,34.91,NULL,14.94,NULL,NULL,5.35,27.0,88.21,87.03,0.0,1.18,73.65,342.77,NULL,0.26,240.65,24.71,102.96,0.15,0.69,131.96,NULL,NULL,4.78,265.91,0.11,0.41,1.4,0.48,0.04,0.25,NULL,NULL,2.31,21.45,31.85,NULL,NULL,5.34
237,119.0,9.68,NULL,1.11,NULL,NULL,3.93,0.05,5.7,3.18,0.14,2.51,2.01,0.7,NULL,0.5,147.79,52.71,52.41,0.22,0.63,91.56,NULL,NULL,0.89,NULL,0.04,0.22,0.67,NULL,0.03,NULL,NULL,NULL,4.59,NULL,7.87,NULL,NULL,0.86
238,774.65,47.46,NULL,22.81,NULL,NULL,9.58,155.44,87.66,81.07,0.0,6.59,71.21,278.73,41.63,0.71,341.67,92.44,55.44,0.7,1.76,208.15,NULL,NULL,4.37,1493.8,0.03,0.24,0.47,0.73,0.09,0.41,NULL,0.83,6.95,19.9,23.02,NULL,NULL,15.74
239,209.88,3.6,NULL,1.78,NULL,NULL,15.62,9.8,32.71,25.42,0.0,7.29,14.37,229.17,NULL,0.96,979.95,125.81,455.82,0.26,2.48,350.66,NULL,NULL,2.89,15786.23,0.3,0.65,1.87,1.27,0.39,0.91,19.91,NULL,2.8,352.07,191.51,NULL,NULL,11.69
240,69.15,2.17,NULL,0.79,NULL,NULL,4.75,3.98,10.14,6.16,0.0,3.98,5.44,147.88,NULL,0.65,488.84,72.09,145.63,0.13,0.82,89.79,NULL,NULL,1.84,11509.4,0.13,0.28,1.16,0.44,0.38,0.11,100.57,NULL,3.53,294.21,151.19,NULL,NULL,5.53
241,184.42,4.66,NULL,2.71,NULL,NULL,7.5,13.3,29.81,23.05,0.0,6.75,10.08,244.12,NULL,0.78,732.8,75.26,95.79,0.27,1.46,163.5,NULL,NULL,2.85,4310.68,0.3,0.24,2.64,0.4,0.43,0.1,54.94,0.28,0.97,203.03,135.58,NULL,NULL,2.62
242,479.13,21.67,NULL,4.53,NULL,NULL,45.0,78.04,25.34,21.91,0.0,3.43,11.73,196.65,NULL,0.71,1267.03,105.79,330.0,0.32,5.44,576.41,NULL,NULL,3.93,4329.09,0.78,1.12,6.38,2.74,0.99,2.43,26.63,0.68,3.45,236.84,124.0,NULL,NULL,53.16
243,435.61,24.02,NULL,5.99,NULL,NULL,15.9,15.93,47.03,39.89,0.0,7.14,26.16,567.39,NULL,1.38,1192.03,152.9,530.1,0.33,2.06,284.17,NULL,NULL,2.59,5834.52,0.17,0.45,5.69,1.31,0.8,0.45,29.3,NULL,4.34,290.82,179.7,NULL,NULL,5.97
244,117.7,6.89,NULL,3.87,NULL,NULL,7.41,20.87,7.57,5.32,0.0,2.25,3.59,456.19,NULL,0.37,342.8,41.99,157.22,0.13,0.78,119.15,NULL,NULL,1.29,4436.76,0.07,0.2,0.65,0.31,0.13,0.21,4.38,NULL,1.15,134.73,61.51,NULL,NULL,5.63
245,465.67,35.89,NULL,10.83,NULL,NULL,24.9,88.48,11.67,7.43,0.0,4.24,4.98,534.37,NULL,1.09,738.77,90.21,213.04,0.22,5.73,287.82,NULL,NULL,4.3,8779.05,0.15,0.44,5.39,0.93,0.56,2.65,10.4,0.17,4.66,280.42,123.46,NULL,NULL,22.96
246,387.79,27.69,NULL,10.47,NULL,NULL,15.77,26.29,20.59,16.77,0.0,3.82,6.58,560.48,NULL,0.74,455.92,57.53,159.2,0.56,1.28,234.04,NULL,NULL,3.31,5116.46,0.24,0.42,2.75,1.07,0.48,0.13,105.68,0.23,3.83,130.18,120.89,NULL,NULL,10.43
247,63.2,0.41,NULL,0.15,NULL,NULL,2.01,0.61,12.8,11.55,0.0,1.25,1.14,307.94,NULL,0.23,67.04,10.57,141.22,0.04,0.25,55.53,NULL,NULL,5.01,262.61,0.15,0.1,2.05,0.13,0.09,NULL,3.02,NULL,0.17,12.09,24.51,NULL,NULL,3.06
248,944.54,59.92,NULL,8.74,NULL,NULL,52.9,124.74,51.4,41.09,0.0,10.31,14.83,2858.13,NULL,0.8,1819.34,122.06,136.01,0.8,2.51,588.32,NULL,NULL,4.86,6136.28,0.89,1.15,21.58,4.72,2.61,7.21,240.69,NULL,9.98,34.04,211.78,NULL,NULL,95.6
249,687.18,32.86,NULL,4.84,NULL,NULL,46.22,93.57,58.61,42.9,0.1,15.71,8.54,129.24,NULL,0.45,1724.44,112.22,92.96,0.77,2.43,484.93,NULL,NULL,4.68,8885.84,0.59,0.91,16.91,5.04,1.86,5.41,38.37,NULL,3.11,48.95,181.74,NULL,NULL,63.08
250,724.63,27.08,NULL,8.44,NULL,NULL,47.0,104.72,64.64,54.22,6.18,10.42,13.65,831.9,NULL,0.97,2330.87,173.74,251.39,0.85,2.86,651.04,NULL,NULL,5.09,3244.28,0.65,0.89,16.55,3.72,2.22,5.81,101.35,10.0,2.26,89.61,186.28,NULL,NULL,66.84
